"Fall 2025"
"Generated 2/27/2025, 2:04:38 PM"
,"CLSS ID","SIS ID","Term","Term Code","Department Code","Subject Code","Catalog Number","Course","Section #","Course Title","Long Title","Section Type","Title/Topic","Meeting Pattern","Meetings","Instructor","Room","Status","Session","Campus","Inst. Method","Integ. Partner","Schedule Print","Consent","Credit Hrs Min","Credit Hrs","Grade Mode","Attributes","Course Attributes","Room Attributes","Enrollment","Maximum Enrollment","Prior Enrollment","Projected Enrollment","Wait Cap","Wait Total","Rm Cap Request","Cross-listings","Cross-list Enrollment","Cross-list Maximum","Cross-list Projected","Cross-list Wait Cap","Cross-list Wait Total","Cross-list Rm Cap Request","Link To","Comments","Notes#1","Notes#2"
"ECEN 850 - BIOINFORMATICS"
,"3261","14555","Fall 2025","1258","UNO-ELEC","ECEN","850","ECEN 850","001","BIOINFORMATICS","","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Otu, Hasan (75156619) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","5","","","0","0","5","See ECEN 450-001","0","20","","0","0","20","","","",""
,"3262","14899","Fall 2025","1258","UNO-ELEC","ECEN","850","ECEN 850","820","BIOINFORMATICS","","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Otu, Hasan (75156619) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","Fully Remote: Fully Remote","","","0","0","","","0","0","30","See ECEN 450-001","0","20","","0","0","20","","","",""
"ECEN 860 - LABVIEW PROGRAMMING"
,"3252","14887","Fall 2025","1258","UNO-ELEC","ECEN","860","ECEN 860","001","LABVIEW PROGRAMMING","","Lecture","","TR 4:30pm-5:45pm","TR 4:30pm-5:45pm","Varner, Jerald (25044832) [Primary Instructor, Post, Print]","Peter Kiewit Institute 161","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","5","","","0","0","5","See ECEN 460-001","0","45","","0","0","45","","","",""
,"3253","14888","Fall 2025","1258","UNO-ELEC","ECEN","860","ECEN 860","820","LABVIEW PROGRAMMING","","Lecture","","TR 4:30pm-5:45pm","TR 4:30pm-5:45pm","Varner, Jerald (25044832) [Primary Instructor, Post, Print]","Peter Kiewit Institute 161","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","Fully Remote: Fully Remote","","","0","0","","","0","0","0","See ECEN 460-001","0","45","","0","0","45","","","",""
"ECEN 873 - MOBILE AND PERSONAL COMMUNICATIONS"
,"4710","17329","Fall 2025","1258","UNO-ELEC","ECEN","873","ECEN 873","001","MOBILE AND PERSONAL COMMUNICATIONS","","Lecture","","TR 9:30am-10:45am","TR 9:30am-10:45am","Jang, Won (06068910) [Primary Instructor, Post, Print]","Peter Kiewit Institute 259","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","","","","0","5","","","0","0","5","See ECEN 473-001","0","35","","0","0","35","","","",""
,"4711","17330","Fall 2025","1258","UNO-ELEC","ECEN","873","ECEN 873","850","MOBILE AND PERSONAL COMMUNICATIONS","","Lecture","","Does Not Meet","Does Not Meet","Jang, Won (06068910) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO Engineering","Totally Online","","Yes","No Special Consent Required","4","4","Graded","Fully Online: Fully Online","","","0","5","","","0","0","5","See ECEN 473-850","0","35","","0","0","35","","","",""
"ECEN 875 - SATELLITE COMMUNICATIONS"
,"464","15658","Fall 2025","1258","UNO-ELEC","ECEN","875","ECEN 875","850","SATELLITE COMMUNICATIONS","","Lecture/Lab (combo)","","Does Not Meet","Does Not Meet","Jang, Won (06068910) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO Engineering","Totally Online","","Yes","No Special Consent Required","4","4","Graded","Fully Online: Fully Online","","","0","10","","","0","0","10","See ECEN 475-850","0","40","","0","0","40","","","",""
,"465","15657","Fall 2025","1258","UNO-ELEC","ECEN","875","ECEN 875","851","SATELLITE COMMUNICATIONS","","Lecture/Lab (combo)","","Does Not Meet","Does Not Meet","Jang, Won (06068910) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO Engineering","Totally Online","","Yes","No Special Consent Required","4","4","Graded","Fully Online: Fully Online","","","0","10","","","0","0","10","See ECEN 475-851","0","28","","0","0","28","","","",""
"ECEN 878 - PRACTICAL MACHINE LEARNING"
,"4117","16056","Fall 2025","1258","UNO-ELEC","ECEN","878","ECEN 878","001","PRACTICAL MACHINE LEARNING","","Lecture","","TR 10:30am-11:45am","TR 10:30am-11:45am","Hasan, Mohammad Rashedul (78877589) [Primary Instructor, Post, Print]","Peter Kiewit Institute 261","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","5","","","0","0","5","See ECEN 478-001","0","35","","0","0","35","","","",""
,"4118","16057","Fall 2025","1258","UNO-ELEC","ECEN","878","ECEN 878","820","PRACTICAL MACHINE LEARNING","","Lecture","","TR 10:30am-11:45am","TR 10:30am-11:45am","Hasan, Mohammad Rashedul (78877589) [Primary Instructor, Post, Print]","Peter Kiewit Institute 261","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","Fully Remote: Fully Remote","","","0","0","","","0","0","0","See ECEN 478-001","0","35","","0","0","35","","","",""
"ECEN 882 - ANTENNAS AND RADIO PROPAGATION FOR WIRELESS COMMUNICATIONS"
,"3130","14903","Fall 2025","1258","UNO-ELEC","ECEN","882","ECEN 882","001","ANTENNAS AND RADIO PROPAGATION FOR WIRELESS COMMUNICATIONS","","Lecture","","TR 12pm-1:15pm","TR 12pm-1:15pm","Bhardwaj, Shubhendu (21109948) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","","","","0","5","","","0","0","5","See ECEN 482-001","0","35","","0","0","35","","","",""
,"3131","14904","Fall 2025","1258","UNO-ELEC","ECEN","882","ECEN 882","820","ANTENNAS AND RADIO PROPAGATION FOR WIRELESS COMMUNICATIONS","","Lecture","","TR 12pm-1:15pm","TR 12pm-1:15pm","Bhardwaj, Shubhendu (21109948) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","Fully Remote: Fully Remote","","","0","0","","","0","0","0","See ECEN 482-001","0","35","","0","0","35","","","",""
,"3132","14952","Fall 2025","1258","UNO-ELEC","ECEN","882","ECEN 882","850","ANTENNAS AND RADIO PROPAGATION FOR WIRELESS COMMUNICATIONS","","Laboratory","","Does Not Meet","Does Not Meet","Bhardwaj, Shubhendu (21109948) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO Engineering","Totally Online","","Yes","No Special Consent Required","4","4","Graded","Fully Online: Fully Online","","","0","5","","","0","0","5","See ECEN 482-850","0","35","","0","0","35","Any","","",""
"ECEN 884 - NETWORK SECURITY"
,"3136","13646","Fall 2025","1258","UNO-ELEC","ECEN","884","ECEN 884","001","NETWORK SECURITY","","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Qian, Yi (37897831) [Primary Instructor, Post, Print]","Peter Kiewit Institute 157","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","","","","0","5","","","0","0","5","See ECEN 484-001","0","25","","0","0","25","","","",""
,"3137","15490","Fall 2025","1258","UNO-ELEC","ECEN","884","ECEN 884","820","NETWORK SECURITY","","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Qian, Yi (37897831) [Primary Instructor, Post, Print]","Peter Kiewit Institute 157","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","Fully Remote: Fully Remote","","","0","0","","","0","0","0","See ECEN 484-001","0","25","","0","0","25","","","",""
,"3138","13123","Fall 2025","1258","UNO-ELEC","ECEN","884","ECEN 884","850","NETWORK SECURITY","","Laboratory","","Does Not Meet","Does Not Meet","Qian, Yi (37897831) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO Engineering","Totally Online","","Yes","No Special Consent Required","4","4","Graded","Fully Online: Fully Online","","","0","30","","","0","0","5","See ECEN 484-850","0","20","","99","0","20","ECEN 884-001","","",""
"ECEN 892 - INDIVIDUAL STUDY IN ELECTRICAL AND COMPUTER ENGINEERING IV"
,"466","13124","Fall 2025","1258","UNO-ELEC","ECEN","892","ECEN 892","001","INDIVIDUAL STUDY IN ELECTRICAL AND COMPUTER ENGINEERING IV","","Independent Study","","Does Not Meet","Does Not Meet","Detloff, Herbert (94889479) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","3","Graded","","","","0","5","","","0","0","5","See ECEN 492-001","0","10","","0","0","10","","","",""
"ECEN 893 - INDEPENDENT STUDY IN COMPUTER AND ELECTRONICS ENGINEERING"
,"467","13125","Fall 2025","1258","UNO-ELEC","ECEN","893","ECEN 893","001","INDEPENDENT STUDY IN COMPUTER AND ELECTRONICS ENGINEERING","","Independent Study","","Does Not Meet","Does Not Meet","Sharif-Kashani, Hamid (50070770) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","3","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
"ECEN 898 - SPECIAL TOPICS IN ELECTRICAL ENGINEERING IV"
,"3284","15663","Fall 2025","1258","UNO-ELEC","ECEN","898","ECEN 898","001","SPECIAL TOPICS IN ELECTRICAL ENGINEERING IV","","Lecture","SIGNALS AND SYSTEMS 1","TR 12pm-1:15pm","TR 12pm-1:15pm","Harms, Andrew (13667135) [Primary Instructor, Post, Print]","Peter Kiewit Institute 256","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","6","Graded","","","","0","30","","","0","0","30","See ECEN 304-001","0","40","","99","0","40","","","",""
,"3285","15083","Fall 2025","1258","UNO-ELEC","ECEN","898","ECEN 898","004","SPECIAL TOPICS IN ELECTRICAL ENGINEERING IV","","Lecture","SOLAR ENERGY SYSTEMS","W 9am-10:15am; S 9am-12pm","W 9am-10:15am; S 9am-12pm","Chen, Bing (13376740) [Primary Instructor, Post, Print]; Chen, Bing (13376740) [Primary Instructor, Post, Print]","Peter Kiewit Institute 313","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","6","Graded","","","","0","15","","","0","0","15","See ECEN 498-004","0","35","","0","0","35","","","This course is 3 credit hours only.",""
"ECEN 899 - MASTERS THESIS"
,"468","13126","Fall 2025","1258","UNO-ELEC","ECEN","899","ECEN 899","001","MASTERS THESIS","","Master's Thesis","","Does Not Meet","Does Not Meet","Sharif-Kashani, Hamid (50070770) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Instructor Consent Required","1","10","Graded","","","","0","10","","","0","0","10","","","","","","","","","","",""
"ECEN 911 - COMMUNICATION THEORY"
,"3527","15519","Fall 2025","1258","UNO-ELEC","ECEN","911","ECEN 911","001","COMMUNICATION THEORY","","Lecture","","MW 10:30am-11:45am","MW 10:30am-11:45am","Harms, Andrew (13667135) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","30","","","0","0","30","Also ECEN 911-820","0","30","","0","0","30","","","",""
,"3528","15520","Fall 2025","1258","UNO-ELEC","ECEN","911","ECEN 911","820","COMMUNICATION THEORY","","Lecture","","MW 10:30am-11:45am","MW 10:30am-11:45am","Harms, Andrew (13667135) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","Fully Remote: Fully Remote","","","0","0","","","0","0","0","See ECEN 911-001","0","30","","0","0","30","","","",""
"ECEN 991 - INDEPENDENT STUDY"
,"3529","14521","Fall 2025","1258","UNO-ELEC","ECEN","991","ECEN 991","001","INDEPENDENT STUDY","","Independent Study","","Does Not Meet","Does Not Meet","Sharif-Kashani, Hamid (50070770) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","20","","","0","0","20","","","","","","","","","","",""
"ECEN 992 - RESEARCH OTHER THAN THESIS"
,"469","13127","Fall 2025","1258","UNO-ELEC","ECEN","992","ECEN 992","001","RESEARCH OTHER THAN THESIS","","Independent Study","","Does Not Meet","Does Not Meet","Sharif-Kashani, Hamid (50070770) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","6","Graded","","","","0","10","","","0","0","10","","","","","","","","","","",""
"ECEN 998 - ADVANCED SPECIAL TOPICS"
,"470","13128","Fall 2025","1258","UNO-ELEC","ECEN","998","ECEN 998","001","ADVANCED SPECIAL TOPICS","","Lecture/Lab (combo)","","Does Not Meet","Does Not Meet","Sharif-Kashani, Hamid (50070770) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","3","Graded","","","","0","15","","","0","0","15","","","","","","","","","","",""
"ECEN 999 - DOCTORAL DISSERTATION"
,"3530","13367","Fall 2025","1258","UNO-ELEC","ECEN","999","ECEN 999","001","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Sharif-Kashani, Hamid (50070770) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Instructor Consent Required","1","24","Graded","","","","0","20","","","0","0","20","","","","","","","","","","",""
"ENGR 10 - FRESHMAN ENGINEERING SEMINAR"
,"3194","12711","Fall 2025","1258","UNO-DOEN","ENGR","10","ENGR 10","001","FRESHMAN ENGINEERING SEMINAR","","Seminar","","T 3pm-3:50pm","T 3pm-3:50pm","Ryherd, Erica (62771820) [Primary Instructor, Post, Print]","Room Assignment Pending","Active","Eight Week - First","UNO Engineering","In Person","","Yes","No Special Consent Required","0","0","Satisfactory/Unsatisfactory","","","","0","48","","","0","0","48","","","","","","","","","","Freshman Engineering Seminar. Course meets Tuesday, August 27 through Tuesday, October 15",""
,"3199","13648","Fall 2025","1258","UNO-DOEN","ENGR","10","ENGR 10","004","FRESHMAN ENGINEERING SEMINAR","","Seminar","","Does Not Meet","Does Not Meet","Franta, Nicole (27227362) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","0","0","Satisfactory/Unsatisfactory","","","","0","30","","","0","0","30","","","","","","","","","","Requires Permission Code","For Engineering Readiness Academy only"
,"3200","14312","Fall 2025","1258","UNO-DOEN","ENGR","10","ENGR 10","005","FRESHMAN ENGINEERING SEMINAR","","Seminar","","M 3pm-3:50pm","M 3pm-3:50pm","Leger, Jeannine (31297823) [Primary Instructor, Post, Print]","Peter Kiewit Institute 261","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","0","0","Satisfactory/Unsatisfactory","","","","0","15","","","0","0","15","","","","","","","","","","Department Consent Required to enroll.",""
,"3195","14522","Fall 2025","1258","UNO-DOEN","ENGR","10","ENGR 10","006","FRESHMAN ENGINEERING SEMINAR","","Seminar","","W 3pm-3:50pm","W 3pm-3:50pm","Bernstein, Stuart (55263815) [Primary Instructor, Post, Print]","Peter Kiewit Institute 155","Active","Eight Week - First","UNO Engineering","In Person","","Yes","No Special Consent Required","0","0","Satisfactory/Unsatisfactory","","","","0","35","","","0","0","35","","","","","","","","","","",""
,"3196","14554","Fall 2025","1258","UNO-DOEN","ENGR","10","ENGR 10","007","FRESHMAN ENGINEERING SEMINAR","","Seminar","","R 2pm-2:50pm","R 2pm-2:50pm","Bernstein, Stuart (55263815) [Primary Instructor, Post, Print]","Peter Kiewit Institute 155","Active","Eight Week - First","UNO Engineering","In Person","","Yes","No Special Consent Required","0","0","Satisfactory/Unsatisfactory","","","","0","35","","","0","0","35","","","","","","","","","","",""
,"3197","14765","Fall 2025","1258","UNO-DOEN","ENGR","10","ENGR 10","008","FRESHMAN ENGINEERING SEMINAR","","Seminar","","R 3pm-3:50pm","R 3pm-3:50pm","Bernstein, Stuart (55263815) [Primary Instructor, Post, Print]","Peter Kiewit Institute 155","Active","Eight Week - First","UNO Engineering","In Person","","Yes","No Special Consent Required","0","0","Satisfactory/Unsatisfactory","","","","0","45","","","0","0","30","","","","","","","","","","",""
,"3198","14909","Fall 2025","1258","UNO-DOEN","ENGR","10","ENGR 10","009","FRESHMAN ENGINEERING SEMINAR","","Seminar","","F 9am-9:50am","F 9am-9:50am","Ryherd, Erica (62771820) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Eight Week - First","UNO Engineering","In Person","","Yes","No Special Consent Required","0","0","Satisfactory/Unsatisfactory","","","","0","48","","","0","0","30","","","","","","","","","","",""
"ENGR 100 - INTERPERSONAL SKILLS FOR ENGINEERING LEADERS"
,"3418","13315","Fall 2025","1258","UNO-DOEN","ENGR","100","ENGR 100","002","INTERPERSONAL SKILLS FOR ENGINEERING LEADERS","","Lecture/Lab (combo)","","MW 9am-10:15am","MW 9am-10:15am","Bergeron-Bauer, Amanda (12961669) [Primary Instructor, Post, Print]","Peter Kiewit Institute 274","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","Experiential Learning: Includes Experiential Learning Component; Service Learning Component: Includes Service Learning Component","","","0","20","","","99","0","20","","","","","","","","","","",""
"ENGR 20 - SOPHOMORE ENGINEERING SEMINAR"
,"3243","12881","Fall 2025","1258","UNO-DOEN","ENGR","20","ENGR 20","001","SOPHOMORE ENGINEERING SEMINAR","","Lecture","","R 3pm-3:50pm","R 3pm-3:50pm","Askew, Nicole (01126894) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Eight Week - First","UNO Engineering","In Person","","Yes","No Special Consent Required","0","0","Satisfactory/Unsatisfactory","","","","0","38","","","0","0","38","","","","","","","","","","",""
,"3242","14801","Fall 2025","1258","UNO-DOEN","ENGR","20","ENGR 20","002","SOPHOMORE ENGINEERING SEMINAR","","Lecture","","T 3:30pm-4:20pm","T 3:30pm-4:20pm","Leger, Jeannine (31297823) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","0","0","Satisfactory/Unsatisfactory","","","","0","30","","","0","0","30","","","","","","","","","","Department consent required to enroll.",""
"ENGR 220 - TECHNICAL COMMUNICATION I"
,"4084","15610","Fall 2025","1258","UNO-DOEN","ENGR","220","ENGR 220","850","TECHNICAL COMMUNICATION I","","Lecture","","Does Not Meet","Does Not Meet","Stecher, Elle (92029767) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO Engineering","Totally Online","","No","No Special Consent Required","3","3","Graded","Fully Online: Fully Online","","","0","0","","","0","0","0","","","","","","","","","","",""
"ENGR 350 - ENGINEERING COOPERATIVE EDUCATION"
,"1198","14259","Fall 2025","1258","UNO-DOEN","ENGR","350","ENGR 350","001","ENGINEERING COOPERATIVE EDUCATION","","Field Studies","","Does Not Meet","Does Not Meet","Askew, Nicole (01126894) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","0","12","Credit / No Credit","Experiential Learning: Includes Experiential Learning Component","","","0","30","","","0","0","30","","","","","","","","","","",""
"ENGR 395 - ENGINEERING INTERNSHIP"
,"3852","14267","Fall 2025","1258","UNO-DOEN","ENGR","395","ENGR 395","001","ENGINEERING INTERNSHIP","","Internship","","Does Not Meet","Does Not Meet","Askew, Nicole (01126894) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","0","1","Credit / No Credit","Experiential Learning: Includes Experiential Learning Component","","","0","30","","","0","0","30","","","","","","","","","","",""
"ENGR 469 - TECHNOLOGY, SCIENCE AND CIVILIZATION"
,"1392","12531","Fall 2025","1258","UNO-DOEN","ENGR","469","ENGR 469","001","TECHNOLOGY, SCIENCE AND CIVILIZATION","","Lecture","","MW 10:30am-11:45am","MW 10:30am-11:45am","Chen, Bing (13376740) [Primary Instructor, Post, Print]","Peter Kiewit Institute 313","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","3","3","Graded","Service Learning Component: Includes Service Learning Component","","","0","40","","","0","0","40","","","","","","","","","","0257",""
"ENGR 833 - EVIDENCE-BASED STEM TEACHING STRATEGIES"
,"3973","14551","Fall 2025","1258","UNO-DOEN","ENGR","833","ENGR 833","001","EVIDENCE-BASED STEM TEACHING STRATEGIES","","Lecture","","F 9:30am-12:20pm","F 9:30am-12:20pm","Daher, Tareq (53802326) [Primary Instructor, Post, Print]","Peter Kiewit Institute 161","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","3","3","Graded","","","","0","15","","","0","0","15","","","","","","","","","","",""
"ENVE 101 - INTRODUCTION TO ENVIRONMENTAL ENGINEERING"
,"3904","14444","Fall 2025","1258","UNO-CIVE","ENVE","101","ENVE 101","001","INTRODUCTION TO ENVIRONMENTAL ENGINEERING","","Lecture","","MW 9am-9:50am","MW 9am-9:50am","Zhang, Tian (51761834) [Primary Instructor, Post, Print]; Hunt, George (01262741) [Secondary Instructor, Post, No Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","12","","","0","0","12","","","","","","","","","","",""
,"4656","17062","Fall 2025","1258","UNO-CIVE","ENVE","101","ENVE 101","002","INTRODUCTION TO ENVIRONMENTAL ENGINEERING","","Laboratory","","F 1pm-3:20pm","F 1pm-3:20pm","Hunt, George (01262741) [Primary Instructor, Post, Print]","Peter Kiewit Institute 260","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","12","","","0","0","12","","","","","","","","Any","","Must also enroll in section 002.",""
"ENVE 210 - FUNDAMENTALS OF ENVIRONMENTAL ENGINEERING"
,"3905","14447","Fall 2025","1258","UNO-CIVE","ENVE","210","ENVE 210","001","FUNDAMENTALS OF ENVIRONMENTAL ENGINEERING","","Lecture","","MW 10:30am-11:45am","MW 10:30am-11:45am","Lane, Kaycie (37381171) [Primary Instructor, Post, Print]","Peter Kiewit Institute 161","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","30","","","0","0","30","Also ENVE 210-820","0","30","","0","0","30","","","",""
,"3906","14639","Fall 2025","1258","UNO-CIVE","ENVE","210","ENVE 210","820","FUNDAMENTALS OF ENVIRONMENTAL ENGINEERING","","Lecture","","MW 10:30am-11:45am","MW 10:30am-11:45am","Lane, Kaycie (37381171) [Primary Instructor, Post, Print]","Peter Kiewit Institute 161","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","Fully Remote: Fully Remote","","","0","0","","","0","0","0","See ENVE 210-001","0","30","","0","0","30","","","",""
"ENVE 322 - BIOLOGICAL PRINCIPLES OF ENVIRONMENTAL ENGINEERING"
,"3907","15559","Fall 2025","1258","UNO-CIVE","ENVE","322","ENVE 322","001","BIOLOGICAL PRINCIPLES OF ENVIRONMENTAL ENGINEERING","","Lecture","","M 1:30pm-2:20pm","M 1:30pm-2:20pm","Lane, Kaycie (37381171) [Primary Instructor, Post, Print]","Peter Kiewit Institute 314","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","2","2","Graded","","","","0","30","","","0","0","30","","","","","","","","","","",""
,"3908","15560","Fall 2025","1258","UNO-CIVE","ENVE","322","ENVE 322","002","BIOLOGICAL PRINCIPLES OF ENVIRONMENTAL ENGINEERING","","Laboratory","","M 2:30pm-4:30pm","M 2:30pm-4:30pm","Lane, Kaycie (37381171) [Primary Instructor, Post, Print]","Peter Kiewit Institute 213","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","2","2","Graded","","","","0","30","","","0","0","30","","","","","","","","Any","","",""
"ENVE 899 - MASTER'S THESIS"
,"1199","16082","Fall 2025","1258","UNO-CIVE","ENVE","899","ENVE 899","001","MASTER'S THESIS","","Independent Study","","Does Not Meet","Does Not Meet","Bartelt-Hunt, Shannon (51722571) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","1","10","Graded","","","","0","30","","","0","0","30","","","","","","","","","","",""
"ISQA 3310 - MANAGING THE DATABASE ENVIRONMENT"
,"1540","14048","Fall 2025","1258","UNO-ISQA","ISQA","3310","ISQA 3310","001","MANAGING THE DATABASE ENVIRONMENT","","Lecture","","TR 10:30am-11:45am","TR 10:30am-11:45am","Greiner, Martina (16285350) [Primary Instructor, Post, Print]","Peter Kiewit Institute 260","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials","","","0","30","","","99","0","30","","","","","","","","","","",""
,"1542","13534","Fall 2025","1258","UNO-ISQA","ISQA","3310","ISQA 3310","850","MANAGING THE DATABASE ENVIRONMENT","","Lecture","","Does Not Meet","Does Not Meet","Vlasnik, Sandy (06260598) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Fully Online: Fully Online","","","0","33","","","99","0","33","","","","","","","","","","",""
,"1541","13533","Fall 2025","1258","UNO-ISQA","ISQA","3310","ISQA 3310","851","MANAGING THE DATABASE ENVIRONMENT","","Lecture","","Does Not Meet","Does Not Meet","Staff [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Fully Online: Fully Online","","","0","30","","","99","0","30","","","","","","","","","","",""
"ISQA 3400 - INFORMATION TECHNOLOGY INFRASTRUCTURE"
,"1543","13348","Fall 2025","1258","UNO-ISQA","ISQA","3400","ISQA 3400","001","INFORMATION TECHNOLOGY INFRASTRUCTURE","","Lecture","","MW 1:30pm-2:45pm","MW 1:30pm-2:45pm","Germonprez, Matt (56314036) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","27","","","99","0","27","","","","","","","","","","",""
"ISQA 3420 - MANAGING IN A DIGITAL WORLD"
,"1544","14186","Fall 2025","1258","UNO-ISQA","ISQA","3420","ISQA 3420","850","MANAGING IN A DIGITAL WORLD","","Lecture","","Does Not Meet","Does Not Meet","Corbett, Cale (22417663) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Fully Online: Fully Online; University General Education: Global Diversity General Education course","University General Education: Global Diversity General Education course","","0","30","","","99","0","30","","","","","","","","","","",""
"ISQA 3900 - WEB APPLICATION DEVELOPMENT"
