
,"Term","Term Code","Department Code","Subject Code","Catalog Number","Course","Section #","Course Title","Section Type","Title/Topic","Meeting Pattern","Meetings","Instructor","Room","Status","Session","Campus","Inst. Method","Integ. Partner","Schedule Print","Consent","Credit Hrs Min","Credit Hrs","Grade Mode","Attributes","Course Attributes","Room Attributes","Enrollment","Maximum Enrollment","Prior Enrollment","Projected Enrollment","Wait Cap","Rm Cap Request","Cross-listings","Cross-list Maximum","Cross-list Projected","Cross-list Wait Cap","Cross-list Rm Cap Request","Link To","Comments","Notes#1"
,"Fall 2022","1228","UNO-CSCI","CSCI","4450","CSCI 4450","001","INTRODUCTION TO ARTIFICIAL INTELLIGENCE","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Fandinno Garcia, Jorge (87694147) [Primary Instructor, Post, Print]","Peter Kiewit Institute 263","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","25","30","","","99","30","Also CSCI 8456-001","45","","99","45","","",""
"CSCI 4500 - OPERATING SYSTEMS"
,"Fall 2022","1228","UNO-CSCI","CSCI","4500","CSCI 4500","001","OPERATING SYSTEMS","Lecture","","MF 12pm-1:15pm","MF 12pm-1:15pm","Huang, Pei-Chi (41488046) [Primary Instructor, Post, Print]","Peter Kiewit Institute 263","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","23","30","","","99","30","","","","","","","","Students will attend once a week in-person and the other day(s) will participate remotely synchronously. Your instructor will provide more details."
"CSCI 4850 - DATABASE MANAGEMENT SYSTEMS"
,"Fall 2022","1228","UNO-CSCI","CSCI","4850","CSCI 4850","001","DATABASE MANAGEMENT SYSTEMS","Lecture","","MW 12pm-1:15pm","MW 12pm-1:15pm","Chen, Zhengxin (31566178) [Primary Instructor, Post, Print]","Peter Kiewit Institute 153","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","16","25","","","99","25","Also CSCI 8856-001","30","","99","30","","","Students will attend once a week in-person and the other day(s) will participate remotely synchronously. Your instructor will provide more details."
"CSCI 4970 - CAPSTONE PROJECT"
,"Fall 2022","1228","UNO-CSCI","CSCI","4970","CSCI 4970","001","CAPSTONE PROJECT","Practicum","","TR 1:30pm-2:45pm","TR 1:30pm-2:45pm","Siy, Harvey (64742886) [Primary Instructor, Post, Print]","Peter Kiewit Institute 263","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Service Learning Component: Includes Service Learning Component","","","48","50","","","99","45","","","","","","","",""
"CSCI 8000 - ADVANCED CONCEPTS IN PROGRAMMING LANGUAGES"
,"Fall 2022","1228","UNO-CSCI","CSCI","8000","CSCI 8000","001","ADVANCED CONCEPTS IN PROGRAMMING LANGUAGES","Lecture","","TR 3pm-4:15pm","TR 3pm-4:15pm","Fandinno Garcia, Jorge (87694147) [Primary Instructor, Post, Print]","Peter Kiewit Institute 261","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","21","24","","","99","24","","","","","","","",""
"CSCI 8156 - GRAPH THEORY & APPLICATIONS"
,"Fall 2022","1228","UNO-CSCI","CSCI","8156","CSCI 8156","001","GRAPH THEORY & APPLICATIONS","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Ali, Hesham (76789688) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","5","4","","","99","4","See CSCI 4150-001","40","","99","40","","",""
"CSCI 8366 - FOUNDATIONS OF CYBERSECURITY"
,"Fall 2022","1228","UNO-CSCI","CSCI","8366","CSCI 8366","001","FOUNDATIONS OF CYBERSECURITY","Lecture","","T 6pm-8:40pm","T 6pm-8:40pm","Grispos, George (87046629) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","5","","","99","5","Also CYBR 4360-001, CYBR 8366-001","40","","99","40","","",""
"CSCI 8456 - INTRODUCTION TO ARTIFICIAL INTELLIGENCE"
,"Fall 2022","1228","UNO-CSCI","CSCI","8456","CSCI 8456","001","INTRODUCTION TO ARTIFICIAL INTELLIGENCE","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Fandinno Garcia, Jorge (87694147) [Primary Instructor, Post, Print]","Peter Kiewit Institute 263","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","15","15","","","99","15","See CSCI 4450-001","45","","99","45","","",""
"CSCI 8620 - MOBILE COMPUTING AND WIRELESS NETWORKS"
,"Fall 2022","1228","UNO-CSCI","CSCI","8620","CSCI 8620","001","MOBILE COMPUTING AND WIRELESS NETWORKS","Lecture","","TR 4:30pm-5:45pm","TR 4:30pm-5:45pm","Youn, Jong-Hoon (52249412) [Primary Instructor, Post, Print]","Peter Kiewit Institute 261","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","13","15","","","5","20","","","","","","","",""
"CSCI 8700 - SOFTWARE SPECIFICATIONS AND DESIGN"
,"Fall 2022","1228","UNO-CSCI","CSCI","8700","CSCI 8700","001","SOFTWARE SPECIFICATIONS AND DESIGN","Lecture","","W 6pm-8:40pm","W 6pm-8:40pm","Siy, Harvey (64742886) [Primary Instructor, Post, Print]","Peter Kiewit Institute 263","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","28","30","","","99","30","","","","","","","",""
"CSCI 8856 - DATABASE MANAGEMENT SYSTEMS"
,"Fall 2022","1228","UNO-CSCI","CSCI","8856","CSCI 8856","001","DATABASE MANAGEMENT SYSTEMS","Lecture","","MW 12pm-1:15pm","MW 12pm-1:15pm","Chen, Zhengxin (31566178) [Primary Instructor, Post, Print]","Peter Kiewit Institute 153","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","3","5","","","99","5","See CSCI 4850-001","30","","99","30","","","Students will attend once a week in-person and the other day(s) will participate remotely synchronously. Your instructor will provide more details."
"CSCI 9810 - RESEARCH FOUNDATIONS IN THEORETICAL COMPUTING"
,"Fall 2022","1228","UNO-CSCI","CSCI","9810","CSCI 9810","001","RESEARCH FOUNDATIONS IN THEORETICAL COMPUTING","Seminar","","TR 12pm-1:15pm","TR 12pm-1:15pm","Subramaniam, Mahadevan (70248267) [Primary Instructor, Post, Print]","Peter Kiewit Institute 270","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","9","15","","","5","15","","","","","","","",""
"CYBR 1100 - INTRODUCTION TO INFORMATION SECURITY"
,"Fall 2022","1228","UNO-IDIF","CYBR","1100","CYBR 1100","001","INTRODUCTION TO INFORMATION SECURITY","Lecture","","TR 12pm-1:15pm","TR 12pm-1:15pm","Babb, Derek (17848255) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","University General Education: Global Diversity General Education course","University General Education: Global Diversity General Education course","","31","30","","","99","30","","","","","","","",""
,"Fall 2022","1228","UNO-IDIF","CYBR","1100","CYBR 1100","002","INTRODUCTION TO INFORMATION SECURITY","Lecture","","TR 9am-10:15am","TR 9am-10:15am","Babb, Derek (17848255) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","University General Education: Global Diversity General Education course","University General Education: Global Diversity General Education course","","30","30","","","99","30","","","","","","","",""
,"Fall 2022","1228","UNO-IDIF","CYBR","1100","CYBR 1100","003","INTRODUCTION TO INFORMATION SECURITY","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Rogers, John (13956876) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","University General Education: Global Diversity General Education course","University General Education: Global Diversity General Education course","","29","30","","","99","30","","","","","","","",""
"CYBR 2250 - LOW-LEVEL PROGRAMMING"
,"Fall 2022","1228","UNO-IDIF","CYBR","2250","CYBR 2250","001","LOW-LEVEL PROGRAMMING","Lecture","","TR 10:30am-11:45am","TR 10:30am-11:45am","Mahoney, William (23953063) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: Low Cost Materials","","","27","35","","","99","35","","","","","","","",""
"CYBR 2600 - SYSTEM ADMINISTRATION"
,"Fall 2022","1228","UNO-IDIF","CYBR","2600","CYBR 2600","001","SYSTEM ADMINISTRATION","Lecture/Lab (combo)","","TR 3pm-4:15pm","TR 3pm-4:15pm","Hoff, Gregory (80563350) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials","","","29","30","","","99","30","","","","","","","",""
"CYBR 3600 - INFORMATION SECURITY, POLICY AND AWARENESS"
,"Fall 2022","1228","UNO-IDIF","CYBR","3600","CYBR 3600","001","INFORMATION SECURITY, POLICY AND AWARENESS","Lecture","","W 6pm-8:40pm","W 6pm-8:40pm","Feilmeier, Matthew (97077202) [Primary Instructor, Post, Print]","Peter Kiewit Institute 160","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","10","30","","","99","35","","","","","","","",""
"CYBR 4360 - FOUNDATIONS OF CYBERSECURITY"
,"Fall 2022","1228","UNO-IDIF","CYBR","4360","CYBR 4360","001","FOUNDATIONS OF CYBERSECURITY","Lecture","","T 6pm-8:40pm","T 6pm-8:40pm","Grispos, George (87046629) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","16","20","","","99","20","See CSCI 8366-001","40","","99","40","","",""
"CYBR 4460 - NETWORK-BASED VULNERABILITY DISCOVERY"
,"Fall 2022","1228","UNO-IDIF","CYBR","4460","CYBR 4460","001","NETWORK-BASED VULNERABILITY DISCOVERY","Lecture","","TR 5:30pm-6:45pm","TR 5:30pm-6:45pm","Hoff, Gregory (80563350) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","12","20","","","99","20","Also CYBR 8466-001","30","","99","30","","",""
"CYBR 4580 - CYBERSECURITY CAPSTONE"
,"Fall 2022","1228","UNO-IDIF","CYBR","4580","CYBR 4580","860","CYBERSECURITY CAPSTONE","Practicum","","F 1:30pm-4:10pm","F 1:30pm-4:10pm; Does Not Meet","Hoff, Gregory (80563350) [Primary Instructor, Post, Print]; Hoff, Gregory (80563350) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361; Partially Online","Active","Regular Academic Session","UNO-IS","Partially Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Partially Online: Partially Online","","","15","30","","","99","30","","","","","","","",""
"CYBR 8366 - FOUNDATIONS OF CYBERSECURITY"
,"Fall 2022","1228","UNO-IDIF","CYBR","8366","CYBR 8366","001","FOUNDATIONS OF CYBERSECURITY","Lecture","","T 6pm-8:40pm","T 6pm-8:40pm","Grispos, George (87046629) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","3","5","","","99","5","See CSCI 8366-001","40","","99","40","","",""
"CYBR 8466 - NETWORK-BASED VULNERABILITY DISCOVERY"
,"Fall 2022","1228","UNO-IDIF","CYBR","8466","CYBR 8466","001","NETWORK-BASED VULNERABILITY DISCOVERY","Lecture","","TR 5:30pm-6:45pm","TR 5:30pm-6:45pm","Hoff, Gregory (80563350) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","1","10","","","99","10","See CYBR 4460-001","30","","99","30","","",""
"CYBR 9460 - SECURITY OF EMBEDDED SYSTEMS"
,"Fall 2022","1228","UNO-IDIF","CYBR","9460","CYBR 9460","001","SECURITY OF EMBEDDED SYSTEMS","Research","","TR 1:30pm-2:45pm","TR 1:30pm-2:45pm","Mahoney, William (23953063) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials","","","5","15","","","0","20","","","","","","","",""
"ECEN 103 - ELECTRICAL AND COMPUTER ENGINEERING FUNDAMENTALS"
,"Fall 2022","1228","UNO-ELEC","ECEN","103","ECEN 103","003","ELECTRICAL AND COMPUTER ENGINEERING FUNDAMENTALS","Laboratory","","M 1:30pm-4:20pm","M 1:30pm-4:20pm","Yang, Lamar (19310279) [Primary Instructor, Post, Print]","Peter Kiewit Institute 311","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","","","","31","32","","","99","32","","","","","","Any","","Overflow seating will be in PKI 313, and PKI 340 for class participation via zoom."
,"Fall 2022","1228","UNO-ELEC","ECEN","103","ECEN 103","004","ELECTRICAL AND COMPUTER ENGINEERING FUNDAMENTALS","Laboratory","","W 1:30pm-4:20pm","W 1:30pm-4:20pm","Yang, Lamar (19310279) [Primary Instructor, Post, Print]","Peter Kiewit Institute 311","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","","","","26","32","","","99","32","","","","","","Any","","Overflow seating will be in PKI 313, and PKI 340 for class participation via zoom."
,"Fall 2022","1228","UNO-ELEC","ECEN","103","ECEN 103","005","ELECTRICAL AND COMPUTER ENGINEERING FUNDAMENTALS","Laboratory","","F 1:30pm-4:20pm","F 1:30pm-4:20pm","Yang, Lamar (19310279) [Primary Instructor, Post, Print]","Peter Kiewit Institute 311","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","","","","15","28","","","99","30","","","","","","Any","","Overflow seating will be in PKI 313, and PKI 340 for class participation via zoom."
"ECEN 106 - MICROPROCESSOR APPLICATIONS"
,"Fall 2022","1228","UNO-ELEC","ECEN","106","ECEN 106","001","MICROPROCESSOR APPLICATIONS","Lecture","","MR 5:30pm-6:20pm","MR 5:30pm-6:20pm","Detloff, Herbert (94889479) [Primary Instructor, Post, Print]","Peter Kiewit Institute 263","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","12","30","","","0","30","","","","","","","Please assign to PKI 263",""
,"Fall 2022","1228","UNO-ELEC","ECEN","106","ECEN 106","002","MICROPROCESSOR APPLICATIONS","Laboratory","","R 6:30pm-9:15pm","R 6:30pm-9:15pm","Detloff, Herbert (94889479) [Primary Instructor, Post, Print]","Peter Kiewit Institute 311","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","12","30","","","99","30","","","","","","Any","Please assign to PKI 311",""
"ECEN 194 - SPECIAL TOPICS IN ELECTRICAL AND COMPUTER ENGINEERING I"
,"Fall 2022","1228","UNO-ELEC","ECEN","194","ECEN 194","002","SPECIAL TOPICS IN ELECTRICAL AND COMPUTER ENGINEERING I","Discussion","","TR 1:30pm-2:45pm","TR 1:30pm-2:45pm; TR 1:30pm-2:45pm","Bourke, Christopher (35140602) [Primary Instructor, Post, Print]; Bourke, Christopher (35140602) [Primary Instructor, Post, Print]","Peter Kiewit Institute 311; Peter Kiewit Institute 313","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","1","4","Graded","","","","45","46","","","0","46","","","","","","Any","","Overflow room PKI 313"
,"Fall 2022","1228","UNO-ELEC","ECEN","194","ECEN 194","003","SPECIAL TOPICS IN ELECTRICAL AND COMPUTER ENGINEERING I","Discussion","","TR 3pm-4:15pm","TR 3pm-4:15pm; TR 3pm-4:15pm","Bourke, Christopher (35140602) [Primary Instructor, Post, Print]; Bourke, Christopher (35140602) [Primary Instructor, Post, Print]","Peter Kiewit Institute 311; Peter Kiewit Institute 313","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","1","4","Graded","","","","40","42","","","0","42","","","","","","Any","","Overflow room PKI 313"
"ECEN 213 - ELECTRICAL CIRCUITS I"
,"Fall 2022","1228","UNO-ELEC","ECEN","213","ECEN 213","001","ELECTRICAL CIRCUITS I","Lecture","","MWF 9am-9:50am","MWF 9am-9:50am","Nguyen, Lim (11436430) [Primary Instructor, Post, Print]","Peter Kiewit Institute 256","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","33","40","","","99","40","","","","","","","Please assign to PKI 256.  Please delete the note on this course.
Thank you.",""
"ECEN 304 - SIGNALS AND SYSTEMS I"
,"Fall 2022","1228","UNO-ELEC","ECEN","304","ECEN 304","001","SIGNALS AND SYSTEMS I","Lecture","","TR 12pm-1:15pm","TR 12pm-1:15pm","Wysocki, Tadeusz (69557710) [Primary Instructor, Post, Print]","Peter Kiewit Institute 274","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","16","30","","","99","30","","","","","","","Please assign to PKI 274",""
"ECEN 306 - ELECTROMAGNETIC FIELD THEORY"
,"Fall 2022","1228","UNO-ELEC","ECEN","306","ECEN 306","001","ELECTROMAGNETIC FIELD THEORY","Lecture","","TR 9am-10:15am","TR 9am-10:15am","Wysocki, Tadeusz (69557710) [Primary Instructor, Post, Print]","Peter Kiewit Institute 274","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","15","40","","","0","40","","","","","","","Please assign to PKI 274.",""
"ECEN 307 - ELECTRICAL ENGINEERING LABORATORY I"
,"Fall 2022","1228","UNO-ELEC","ECEN","307","ECEN 307","002","ELECTRICAL ENGINEERING LABORATORY I","Laboratory","","R 1:30pm-2:20pm; R 2:30pm-5:20pm","R 1:30pm-2:20pm; R 2:30pm-5:20pm","Harms, Herbert (13667135) [Primary Instructor, Post, Print]; Harms, Herbert (13667135) [Primary Instructor, Post, Print]","Peter Kiewit Institute 340","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","2","2","Graded","","","","18","20","","","0","20","","","","","","","Please assign to PKI 340",""
"ECEN 310 - DIGITAL DESIGN AND INTERFACING"
,"Fall 2022","1228","UNO-ELEC","ECEN","310","ECEN 310","001","DIGITAL DESIGN AND INTERFACING","Lecture/Lab (combo)","","TR 10:30am-11:45am","TR 10:30am-11:45am","Peng, Dongming (50913533) [Primary Instructor, Post, Print]","Peter Kiewit Institute 256","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","","","","13","32","","","99","32","","","","","","","Please assign to PKI 256",""
,"Fall 2022","1228","UNO-ELEC","ECEN","310","ECEN 310","002","DIGITAL DESIGN AND INTERFACING","Laboratory","","F 1:30pm-4:20pm","F 1:30pm-4:20pm","Peng, Dongming (50913533) [Primary Instructor, Post, Print]","Peter Kiewit Institute 340","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","","","","13","32","","","99","32","","","","","","Any","Please assign to PKI 311",""
"ECEN 332 - ASSEMBLY LANGUAGE PROGRAMMING"
,"Fall 2022","1228","UNO-ELEC","ECEN","332","ECEN 332","001","ASSEMBLY LANGUAGE PROGRAMMING","Laboratory","","F 8:30am-9:45am; F 10am-11:15am","F 8:30am-9:45am; F 10am-11:15am","Detloff, Herbert (94889479) [Primary Instructor, Post, Print]; Detloff, Herbert (94889479) [Primary Instructor, Post, Print]","Peter Kiewit Institute 263; Peter Kiewit Institute 311","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","1","1","Graded","","","","15","30","","","99","40","","","","","","","Please assign to PKI 263/PKI 311","Overflow seating will be in PKI 340 for class participation via zoom."
"ECEN 345 - MOBILE ROBOTICS I"
,"Fall 2022","1228","UNO-ELEC","ECEN","345","ECEN 345","001","MOBILE ROBOTICS I","Lecture","","M 9am-10:15am","M 9am-10:15am","Gilmore, Alisa (32249625) [Primary Instructor, Post, Print]","Peter Kiewit Institute 161","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","","","","15","30","","","0","30","Also ECEN 345-820","20","","0","20","","Please assign to PKI 256",""
,"Fall 2022","1228","UNO-ELEC","ECEN","345","ECEN 345","002","MOBILE ROBOTICS I","Laboratory","","W 1pm-4pm","W 1pm-4pm","Gilmore, Alisa (32249625) [Primary Instructor, Post, Print]","Peter Kiewit Institute 313","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","","","","15","30","","","0","30","","","","","","Any","Please assign to PKI 313","PKI 311 overvlow"
,"Fall 2022","1228","UNO-ELEC","ECEN","345","ECEN 345","820","MOBILE ROBOTICS I","Lecture","","M 9am-10:15am","M 9am-10:15am","Gilmore, Alisa (32249625) [Primary Instructor, Post, Print]","Peter Kiewit Institute 161","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","Remote Learning: Remote Learning","","","0","0","","","0","30","See ECEN 345-001","20","","0","20","","",""
"ECEN 352 - ELECTRONIC CIRCUITS II"
,"Fall 2022","1228","UNO-ELEC","ECEN","352","ECEN 352","001","ELECTRONIC CIRCUITS II","Lecture/Lab (combo)","","MW 1:30pm-2:45pm","MW 1:30pm-2:45pm","Zhang, Kuan (62769712) [Primary Instructor, Post, Print]","Peter Kiewit Institute 274","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","","","","9","25","","","99","26","","","","","","","Please assign to PKI 274",""
"ECEN 406 - POWER SYSTEMS ANALYSIS"
,"Fall 2022","1228","UNO-ELEC","ECEN","406","ECEN 406","001","POWER SYSTEMS ANALYSIS","Lecture","","TR 10:30am-11:45am","TR 10:30am-11:45am","Stratman, Anne (79168814) [Primary Instructor, Post, Print]; Hudgins, Jerry (43085424) [Primary Instructor, Post, Print]; Wiebe, Ronda (77305534) [Secondary Instructor, Post, No Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","5","9","","","0","9","","","","","","","Please assign to PKI 108. You can remove the note.  Thank you.",""
"ECEN 430 - WIND ENERGY"
,"Fall 2022","1228","UNO-ELEC","ECEN","430","ECEN 430","001","WIND ENERGY","Lecture","","W 1:30pm-2:45pm","W 1:30pm-2:45pm","Hudgins, Jerry (43085424) [Primary Instructor, Post, Print]; Wiebe, Ronda (77305534) [Secondary Instructor, Post, No Print]","Peter Kiewit Institute 256","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","12","25","","","0","25","Also ECEN 830-001","35","","0","35","","Please assign to PKI 263",""
"ECEN 435 - EMBEDDED MICROCONTROLLER DESIGN"
,"Fall 2022","1228","UNO-ELEC","ECEN","435","ECEN 435","001","EMBEDDED MICROCONTROLLER DESIGN","Lecture/Lab (combo)","","TR 10:30am-11:45am","TR 10:30am-11:45am","Sharif-Kashani, Hamid (50070770) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","","","","21","25","","","99","25","Also ECEN 835-001","25","","99","25","","Please assign to PKI 263",""
,"Fall 2022","1228","UNO-ELEC","ECEN","435","ECEN 435","002","EMBEDDED MICROCONTROLLER DESIGN","Laboratory","","T 1:30pm-4:20pm","T 1:30pm-4:20pm","Sharif-Kashani, Hamid (50070770) [Primary Instructor, Post, Print]","Peter Kiewit Institute 340","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","","","","21","25","","","99","25","Also ECEN 835-002","30","","99","30","ECEN 435-001","Please assign to PKI 340",""
"ECEN 444 - LINEAR CONTROL SYSTEMS"
,"Fall 2022","1228","UNO-ELEC","ECEN","444","ECEN 444","001","LINEAR CONTROL SYSTEMS","Lecture","","TR 9am-10:15am","TR 9am-10:15am","Gilmore, Alisa (32249625) [Secondary Instructor, Post, No Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","5","25","","","0","25","Also ECEN 444-820, ECEN 844-001, ECEN 844-820","25","","0","25","","Please assign to PKI 108","The first week (Aug 17-21) will  meet remotely."
,"Fall 2022","1228","UNO-ELEC","ECEN","444","ECEN 444","820","LINEAR CONTROL SYSTEMS","Lecture","","TR 9am-10:15am","TR 9am-10:15am","Gilmore, Alisa (32249625) [Secondary Instructor, Post, No Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","Remote Learning: Remote Learning","","","0","0","","","0","5","See ECEN 444-001","25","","0","25","","","The first week (Aug 17-21) will  meet remotely."
"ECEN 450 - BIOINFORMATICS"
,"Fall 2022","1228","UNO-ELEC","ECEN","450","ECEN 450","001","BIOINFORMATICS","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Otu, Hasan (75156619) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","6","15","","","0","10","Also ECEN 450-820, ECEN 850-001","15","","0","15","","Please cross list with ECEN 8506 and assign to PKI 108.  Thank you",""
,"Fall 2022","1228","UNO-ELEC","ECEN","450","ECEN 450","820","BIOINFORMATICS","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Otu, Hasan (75156619) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","Remote Learning: Remote Learning","","","0","0","","","0","0","See ECEN 450-001","15","","0","15","","",""
"ECEN 484 - NETWORK SECURITY"
,"Fall 2022","1228","UNO-ELEC","ECEN","484","ECEN 484","001","NETWORK SECURITY","Lecture","","MW 4:30pm-5:45pm","MW 4:30pm-5:45pm","Qian, Yi (37897831) [Primary Instructor, Post, Print]","Peter Kiewit Institute 259","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","","","","9","15","","","0","20","Also ECEN 884-001","25","","0","25","","Please assign to PKI 259",""
,"Fall 2022","1228","UNO-ELEC","ECEN","484","ECEN 484","002","NETWORK SECURITY","Laboratory","","MW 6pm-7:15pm","MW 6pm-7:15pm","Qian, Yi (37897831) [Primary Instructor, Post, Print]","Peter Kiewit Institute 259","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","","","","9","15","","","99","15","Also ECEN 884-002","20","","99","20","ECEN 484-001","Please assign to PKI 340",""
"ECEN 491 - SPECIAL TOPICS IN ELECTRIC AND COMPUTER ENGINEERING IV"
,"Fall 2022","1228","UNO-ELEC","ECEN","491","ECEN 491","003","SPECIAL TOPICS IN ELECTRIC AND COMPUTER ENGINEERING IV","Lecture","SOLAR ENERGY SYSTEMS","W 9am-10:15am; S 9am-12pm","W 9am-10:15am; S 9am-12pm","Chen, Bing (13376740) [Primary Instructor, Post, Print]; Chen, Bing (13376740) [Primary Instructor, Post, Print]","Peter Kiewit Institute 259","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","1","4","Graded","","","","7","10","","","0","10","Also ECEN 891-003","15","","0","15","","Please assign to PKI 259",""
"ECEN 494 - ELECTRICAL ENGINEERING CAPSTONE I"
